,time_elapsed,batch,train_loss,test_loss
0,0.272721529006958,0,-0.039621710777282715,-0.08529521524906158
1,3.9453024864196777,49,-0.2248672389984131,-0.18997083604335785
2,7.685900926589966,99,-0.29003891050815583,-0.3048678934574127
3,9.171166896820068,149,-0.3110384985804558,-0.3158877193927765
4,12.924665689468384,199,-0.32458751916885376,-0.32009342312812805
5,16.55994486808777,249,-0.31301655381917953,-0.32242366671562195
6,20.333784103393555,299,-0.32693389534950257,-0.3021813631057739
7,24.062560319900513,349,-0.32718059003353117,-0.3251558840274811
8,27.88416075706482,399,-0.3410951089859009,-0.3365422487258911
9,31.510962963104248,449,-0.333154262304306,-0.34011542797088623
10,35.07773518562317,499,-0.33601144909858705,-0.29601192474365234
11,38.66917133331299,549,-0.3456654793024063,-0.32663485407829285
12,40.049070835113525,599,-0.33504714906215666,-0.3320772647857666
13,43.679431200027466,649,-0.349323633313179,-0.28922736644744873
14,47.28857064247131,699,-0.346866660118103,-0.31222647428512573
15,50.87231755256653,749,-0.35374111235141753,-0.328459769487381
16,54.418840646743774,799,-0.3553615212440491,-0.3088585138320923
17,57.98194169998169,849,-0.34449856996536254,-0.3294733762741089
18,61.47375679016113,899,-0.3600258231163025,-0.3379001319408417
19,64.98215675354004,949,-0.3502067881822586,-0.36026182770729065
20,68.49936294555664,999,-0.36104995906353,-0.32058054208755493
21,69.80759763717651,1049,-0.36261390924453735,-0.3554608225822449
22,73.39605760574341,1099,-0.360282261967659,-0.3615949749946594
23,76.97860836982727,1149,-0.36667820274829865,-0.34148961305618286
24,80.45505285263062,1199,-0.35280295193195343,-0.35581541061401367
25,83.80207252502441,1249,-0.37242605924606326,-0.31212317943573
26,87.3197865486145,1299,-0.3553423339128494,-0.3670162558555603
27,90.91053128242493,1349,-0.37023526966571807,-0.3631921112537384
28,94.46665167808533,1399,-0.36767212450504305,-0.36543095111846924
29,98.06990957260132,1449,-0.36491433024406433,-0.3391234874725342
30,99.52424001693726,1499,-0.3770256501436233,-0.3652231693267822
31,103.10475373268127,1549,-0.35584315061569216,-0.3165215849876404
32,106.65410947799683,1599,-0.3751738667488098,-0.35732758045196533
33,110.21256256103516,1649,-0.3691608649492264,-0.32102611660957336
34,113.757817029953,1699,-0.3693342864513397,-0.374940425157547
35,117.38555574417114,1749,-0.3753611445426941,-0.37377163767814636
36,120.99159789085388,1799,-0.366937980055809,-0.3686787784099579
37,124.60538101196289,1849,-0.383471959233284,-0.3724493384361267
38,128.14178609848022,1899,-0.36332702755928037,-0.36940351128578186
39,129.5354721546173,1949,-0.3746455842256546,-0.3676709830760956
40,133.07116293907166,1999,-0.378751734495163,-0.37199386954307556
41,136.59776854515076,2049,-0.37007948756217957,-0.3609195053577423
42,140.20519042015076,2099,-0.3780951178073883,-0.3794025182723999
43,143.80307006835938,2149,-0.3740538066625595,-0.35679784417152405
44,147.3941810131073,2199,-0.3862025558948517,-0.3198195695877075
45,150.79310774803162,2249,-0.37027915596961974,-0.3787391185760498
46,154.3383412361145,2299,-0.3787532436847687,-0.3838626742362976
47,157.9461829662323,2349,-0.38649088263511655,-0.37599658966064453
48,159.28337836265564,2399,-0.3676869177818298,-0.31958237290382385
49,162.74801921844482,2449,-0.38338228344917297,-0.37633976340293884
50,232.57269096374512,2499,-0.3856689655780792,-0.326909601688385
51,236.30421590805054,2549,-0.3840301537513733,-0.3135523200035095
52,239.99610137939453,2599,-0.3668382412195206,-0.3535177707672119
53,243.72231554985046,2649,-0.3894236081838608,-0.38142576813697815
54,247.29881811141968,2699,-0.3756586867570877,-0.3853132724761963
55,248.5719120502472,2749,-0.38310030460357664,-0.3836049735546112
56,252.27278900146484,2799,-0.38556570053100586,-0.31842389702796936
57,255.9765179157257,2849,-0.37730771183967593,-0.30393052101135254
58,259.56182503700256,2899,-0.39001661360263823,-0.3804349899291992
59,263.1885199546814,2949,-0.37184635043144226,-0.3819531500339508
60,266.8452408313751,2999,-0.38917686164379117,-0.38255298137664795
61,270.4198386669159,3049,-0.3865417271852493,-0.3655286133289337
62,273.96923780441284,3099,-0.37940819025039674,-0.3874134421348572
63,277.6147561073303,3149,-0.38960820734500884,-0.3655034899711609
64,279.014377117157,3199,-0.37785796880722045,-0.31077128648757935
65,282.4728801250458,3249,-0.3919154942035675,-0.38136833906173706
66,286.0058879852295,3299,-0.37662625014781953,-0.38503989577293396
67,289.5530467033386,3349,-0.38974718034267425,-0.3853202760219574
68,293.1996695995331,3399,-0.39165255427360535,-0.36731773614883423
69,296.72182178497314,3449,-0.3801907515525818,-0.3862459361553192
70,300.2776472568512,3499,-0.38998269498348237,-0.38225263357162476
71,303.86382508277893,3549,-0.38405311465263364,-0.35464271903038025
72,307.4515016078949,3599,-0.3957363110780716,-0.3155084550380707
73,308.68649411201477,3649,-0.38114388287067413,-0.3874753713607788
74,312.1672613620758,3699,-0.38787719666957854,-0.28477850556373596
75,315.6654019355774,3749,-0.3974176824092865,-0.3917310833930969
76,319.2580990791321,3799,-0.37798760533332826,-0.33720213174819946
77,322.8980040550232,3849,-0.3913140815496445,-0.3862588107585907
78,326.51158595085144,3899,-0.3853689885139465,-0.3791327178478241
79,329.9610517024994,3949,-0.3959259694814682,-0.38901853561401367
